,date,ZAFIT JUNCTION,"YEROHAM,DAM",YEROHAM S BOQER ROAD KM 42,UPPER MA'ALE AQRABIM,SEDOM ASCENT,SAYYARIM JUNCTION,ROAD 40 - NAHAL ZIN  CROSSING,ORON JUNCTION,NIZZANA,NAHAL ZIN MOUTH,NAHAL ZAVOA CROSS,NAHAL OMER KM 129,NAHAL HIYYON,MIZPE ELAT,MAKHTESH RAMON,KOKHAV,KM 71 ARAVA RD,HAR HORESHA,HAR HATIRA ASCENT,HAMESHAR,HAMAKHTESH HAGADOL,HAMAKHTESH HAGADOL WEST RIM,EN GEDI RD OPP MEZADA,BEER MENUHA KM 101,ASHALIM NIZZANA ROAD KM 53,ARVAT YAFRUQ KM 825
0,1949-01-01,68.00816326530612,96.27936507936508,105.83088235294117,131.0,50.60597014925373,22.942857142857143,85.84313725490196,72.13636363636364,68.65555555555555,46.40172413793104,120.00869565217391,37.224489795918366,27.375,21.32857142857143,64.84426229508196,95.37121212121212,27.016666666666666,88.07692307692308,89.3,35.83064516129032,79.02456140350877,103.17636363636363,45.237096774193546,32.5,86.0703125,72.0
1,1950-01-01,68.00816326530612,96.27936507936508,105.83088235294117,46.3,50.60597014925373,22.942857142857143,85.84313725490196,72.13636363636364,68.65555555555555,46.40172413793104,120.00869565217391,37.224489795918366,27.375,21.32857142857143,64.84426229508196,95.37121212121212,27.016666666666666,88.07692307692308,89.3,35.83064516129032,79.02456140350877,103.17636363636363,45.237096774193546,32.5,86.0703125,30.5
2,1951-01-01,68.00816326530612,96.27936507936508,105.83088235294117,73.0,50.60597014925373,22.942857142857143,85.84313725490196,72.13636363636364,68.65555555555555,46.40172413793104,120.00869565217391,37.224489795918366,27.375,21.32857142857143,64.84426229508196,95.37121212121212,27.016666666666666,88.07692307692308,89.3,35.83064516129032,79.02456140350877,103.17636363636363,45.237096774193546,32.5,86.0703125,38.5
3,1952-01-01,68.00816326530612,90.0,85.0,59.0,50.60597014925373,22.942857142857143,85.84313725490196,75.0,68.65555555555555,46.40172413793104,110.0,37.224489795918366,27.375,21.32857142857143,64.84426229508196,92.0,27.016666666666666,88.07692307692308,80.0,35.83064516129032,79.02456140350877,103.17636363636363,45.237096774193546,32.5,86.0703125,44.5
4,1953-01-01,68.00816326530612,112.9,157.0,58.81969696969697,50.60597014925373,22.942857142857143,85.84313725490196,89.4,68.65555555555555,46.40172413793104,144.1,37.224489795918366,27.375,21.32857142857143,64.84426229508196,94.0,27.016666666666666,88.07692307692308,96.2,35.83064516129032,79.02456140350877,103.17636363636363,45.237096774193546,32.5,86.0703125,48.0
5,1954-01-01,96.0,100.0,92.0,58.81969696969697,50.60597014925373,22.942857142857143,85.84313725490196,72.13636363636364,68.65555555555555,46.40172413793104,116.0,37.224489795918366,27.375,21.32857142857143,64.84426229508196,66.0,27.016666666666666,88.07692307692308,83.0,35.83064516129032,79.02456140350877,103.17636363636363,45.237096774193546,32.5,86.0703125,23.0
6,1955-01-01,82.0,114.0,156.0,58.0,73.0,22.942857142857143,85.84313725490196,88.0,68.65555555555555,46.40172413793104,144.0,37.224489795918366,27.375,21.32857142857143,64.84426229508196,160.0,27.016666666666666,88.07692307692308,125.0,35.83064516129032,79.02456140350877,103.17636363636363,84.0,32.5,86.0703125,40.0
7,1956-01-01,68.00816326530612,180.0,146.5,119.0,88.0,22.942857142857143,85.84313725490196,162.0,68.65555555555555,46.40172413793104,228.0,37.224489795918366,27.375,21.32857142857143,77.0,139.0,27.016666666666666,88.07692307692308,138.0,74.0,79.02456140350877,103.17636363636363,156.0,32.5,86.0703125,68.0
8,1957-01-01,68.00816326530612,53.0,48.0,36.0,17.0,22.942857142857143,85.84313725490196,72.13636363636364,68.65555555555555,46.40172413793104,73.0,37.224489795918366,27.375,21.32857142857143,64.84426229508196,77.0,27.016666666666666,88.07692307692308,52.0,35.83064516129032,79.02456140350877,103.17636363636363,45.237096774193546,32.5,86.0703125,25.0
9,1958-01-01,63.0,97.0,115.0,58.0,46.0,22.942857142857143,85.84313725490196,69.0,68.65555555555555,46.40172413793104,141.0,37.224489795918366,16.0,21.32857142857143,82.0,119.0,27.016666666666666,88.07692307692308,102.0,20.0,79.02456140350877,103.17636363636363,18.0,17.0,91.0,15.0
10,1959-01-01,29.0,42.0,57.0,26.0,25.0,22.942857142857143,85.84313725490196,26.0,68.65555555555555,46.40172413793104,52.0,37.224489795918366,3.5,21.32857142857143,27.0,56.0,32.0,88.07692307692308,73.0,30.0,79.02456140350877,103.17636363636363,39.0,9.0,63.0,9.0
11,1960-01-01,97.0,80.0,94.0,51.0,55.0,22.942857142857143,93.0,68.0,68.65555555555555,46.40172413793104,123.0,37.224489795918366,18.0,21.32857142857143,58.0,71.0,40.0,88.07692307692308,80.0,39.0,79.02456140350877,103.17636363636363,74.0,27.0,91.0,37.0
12,1961-01-01,48.0,78.0,67.0,35.0,44.0,22.942857142857143,75.0,78.0,68.65555555555555,45.0,72.0,37.224489795918366,33.0,21.32857142857143,61.0,55.0,38.0,88.07692307692308,84.0,47.0,56.0,80.0,48.0,48.0,50.0,31.0
13,1962-01-01,32.0,30.0,29.0,29.0,22.0,22.942857142857143,37.0,32.0,68.65555555555555,41.0,30.0,37.224489795918366,25.0,21.32857142857143,28.0,35.0,38.0,88.07692307692308,38.0,27.0,39.0,45.0,30.0,27.0,26.0,10.0
14,1963-01-01,96.0,161.0,198.0,73.0,81.0,22.942857142857143,172.0,127.0,68.65555555555555,64.0,195.0,37.224489795918366,18.0,21.32857142857143,110.0,166.0,28.0,88.07692307692308,151.0,25.0,118.0,207.0,71.0,37.0,128.0,30.0
15,1964-01-01,128.0,143.0,217.0,88.0,97.0,22.942857142857143,179.0,104.0,68.65555555555555,82.0,208.0,37.224489795918366,66.0,21.32857142857143,101.0,227.0,27.016666666666666,88.07692307692308,148.0,38.0,102.0,148.0,77.0,75.0,178.0,87.0
16,1965-01-01,54.5,96.27936507936508,87.0,68.0,26.6,22.942857142857143,72.5,62.0,68.65555555555555,27.1,92.0,37.224489795918366,22.0,21.32857142857143,51.0,95.0,33.0,88.07692307692308,70.0,20.0,70.6,81.0,30.5,34.0,62.0,51.0
17,1966-01-01,66.2,100.7,117.0,64.5,42.0,22.942857142857143,85.0,93.7,68.65555555555555,29.0,140.0,37.224489795918366,43.0,21.32857142857143,91.0,95.37121212121212,20.0,88.07692307692308,89.3,36.0,95.8,115.7,32.6,26.0,113.0,15.0
18,1967-01-01,88.2,110.0,123.0,67.0,63.5,22.942857142857143,82.0,61.5,68.65555555555555,65.0,125.0,37.224489795918366,17.0,21.32857142857143,77.0,95.37121212121212,23.0,88.07692307692308,89.3,55.0,77.5,95.5,37.6,40.0,77.0,13.0
19,1968-01-01,63.0,76.0,85.0,79.5,75.0,22.942857142857143,75.0,72.13636363636364,68.65555555555555,57.0,86.0,37.224489795918366,44.0,21.32857142857143,86.0,86.0,36.0,88.07692307692308,61.0,61.0,108.5,84.0,39.0,65.0,91.0,42.0
20,1969-01-01,44.0,96.27936507936508,70.0,58.81969696969697,43.0,22.942857142857143,85.84313725490196,72.13636363636364,68.65555555555555,46.40172413793104,76.0,37.224489795918366,9.0,21.32857142857143,50.0,59.0,4.0,88.07692307692308,101.0,17.0,79.02456140350877,103.17636363636363,45.237096774193546,0.0,57.0,8.0
21,1970-01-01,105.0,116.5,105.83088235294117,58.81969696969697,87.5,22.942857142857143,85.84313725490196,102.5,68.65555555555555,114.2,156.0,37.224489795918366,36.0,21.32857142857143,76.0,95.37121212121212,41.0,88.07692307692308,89.0,60.0,119.5,150.0,54.5,45.0,141.0,33.0
22,1971-01-01,99.0,96.27936507936508,224.0,58.81969696969697,99.0,22.942857142857143,85.84313725490196,23.0,68.65555555555555,46.40172413793104,243.0,37.224489795918366,57.0,21.32857142857143,107.0,183.0,67.0,88.07692307692308,55.0,45.0,35.0,44.0,68.0,57.0,151.0,57.0
23,1972-01-01,42.0,33.0,58.0,58.81969696969697,24.0,22.942857142857143,85.84313725490196,23.0,68.65555555555555,99.0,65.0,37.224489795918366,19.0,21.32857142857143,39.0,56.0,15.0,88.07692307692308,55.0,25.0,35.0,44.0,87.0,14.0,48.0,13.0
24,1973-01-01,135.0,96.27936507936508,191.0,68.0,88.0,22.942857142857143,113.0,157.0,68.65555555555555,99.0,201.0,79.0,39.0,21.32857142857143,99.0,176.0,31.0,88.07692307692308,89.3,38.0,158.0,158.0,87.0,33.0,122.0,34.0
25,1974-01-01,68.00816326530612,91.0,126.0,68.0,66.0,22.942857142857143,113.0,67.0,68.65555555555555,61.0,109.0,79.0,80.0,21.32857142857143,68.0,106.0,76.0,88.07692307692308,89.3,84.0,75.0,96.0,54.0,87.0,95.0,82.0
26,1975-01-01,71.0,91.5,89.0,59.0,63.0,22.942857142857143,85.84313725490196,62.0,61.0,61.0,87.0,31.0,35.0,21.32857142857143,69.0,44.0,42.0,88.07692307692308,78.0,37.0,62.0,82.5,44.0,46.0,80.0,39.0
27,1976-01-01,42.0,96.27936507936508,71.0,34.5,27.0,22.942857142857143,69.0,54.0,44.5,36.0,84.0,13.0,7.0,21.32857142857143,53.0,83.0,10.0,88.07692307692308,69.0,20.0,65.0,99.0,16.0,14.0,64.0,23.0
28,1977-01-01,20.5,60.0,61.0,21.0,15.0,22.942857142857143,57.5,38.0,48.0,12.5,78.0,19.5,5.0,21.32857142857143,47.5,51.0,9.0,88.07692307692308,46.0,28.5,53.0,52.0,22.0,20.5,45.0,8.0
29,1978-01-01,47.0,53.0,113.0,44.0,30.0,22.942857142857143,69.0,72.0,49.0,48.0,100.0,22.0,22.0,21.32857142857143,47.0,84.0,33.0,88.07692307692308,83.0,17.0,85.0,107.0,5.0,28.0,81.0,29.0
30,1979-01-01,120.0,181.0,192.0,84.0,57.0,22.942857142857143,154.0,136.0,121.0,57.0,182.0,26.0,23.0,21.32857142857143,138.0,175.0,24.0,88.07692307692308,187.0,34.0,174.0,197.0,75.0,23.0,141.0,22.0
31,1980-01-01,137.0,142.0,160.0,111.0,111.0,22.942857142857143,85.84313725490196,121.0,107.0,98.0,147.0,85.0,54.0,21.32857142857143,78.0,129.0,47.0,88.07692307692308,133.0,64.0,159.0,160.0,86.0,51.0,102.0,47.0
32,1981-01-01,26.0,71.0,83.0,34.0,25.0,22.942857142857143,85.84313725490196,32.0,68.65555555555555,33.0,57.0,35.0,5.0,21.32857142857143,79.0,59.0,15.0,88.07692307692308,85.0,22.0,60.0,85.0,41.0,18.0,85.0,25.0
33,1982-01-01,85.0,155.0,199.0,85.0,53.0,22.942857142857143,145.0,88.0,116.0,40.0,174.0,47.0,45.0,21.32857142857143,105.0,135.0,40.0,88.07692307692308,143.0,45.0,130.0,158.0,31.0,47.0,117.0,47.0
34,1983-01-01,29.0,66.0,62.0,14.0,16.0,22.942857142857143,37.0,24.0,22.0,5.0,84.0,1.0,2.0,21.32857142857143,21.0,59.0,13.0,88.07692307692308,65.0,37.0,47.0,103.17636363636363,9.0,3.0,58.0,13.0
35,1984-01-01,54.0,69.0,73.0,40.0,56.0,22.942857142857143,60.0,48.0,73.0,59.0,85.0,41.0,18.0,21.32857142857143,63.0,71.0,24.0,88.07692307692308,69.0,17.0,79.02456140350877,103.17636363636363,50.0,18.0,66.0,26.0
36,1985-01-01,77.0,140.0,165.0,88.0,85.0,19.5,73.0,112.0,67.0,101.0,182.0,65.0,45.0,21.32857142857143,46.0,134.0,32.0,76.0,159.0,42.0,134.0,103.17636363636363,39.0,59.0,78.0,30.0
37,1986-01-01,68.00816326530612,86.5,105.83088235294117,45.5,50.0,22.942857142857143,85.84313725490196,48.5,66.0,31.5,117.5,50.0,19.5,18.5,38.0,65.0,26.0,83.0,66.5,25.0,71.5,103.17636363636363,35.0,26.0,83.0,27.0
38,1987-01-01,68.00816326530612,119.0,186.0,62.0,81.0,38.0,129.0,81.0,95.0,60.0,149.0,56.0,43.0,58.0,92.0,110.0,56.0,137.0,101.0,83.0,102.0,138.0,46.0,21.0,118.0,74.0
39,1988-01-01,71.0,123.0,125.0,59.0,53.0,37.0,106.0,68.0,116.0,30.0,134.0,44.0,34.0,26.0,79.0,151.0,60.0,107.0,98.0,41.0,84.0,107.0,46.0,36.0,116.0,58.0
40,1989-01-01,86.0,109.0,95.0,82.0,72.0,18.0,92.0,142.0,68.65555555555555,53.0,121.0,48.0,15.0,18.0,67.0,87.0,23.0,107.0,81.0,31.0,83.0,134.0,80.0,37.0,94.0,20.0
41,1990-01-01,61.0,122.0,186.0,73.0,49.0,26.0,107.0,89.0,143.0,41.0,156.0,47.0,28.0,60.0,91.0,160.0,34.0,130.0,89.3,45.0,132.0,150.0,44.0,43.0,165.0,25.0
42,1991-01-01,64.0,172.0,177.0,69.0,40.0,26.0,178.0,105.0,120.0,32.0,209.0,26.0,31.0,21.32857142857143,206.0,173.0,23.0,101.0,153.0,40.0,135.0,197.0,40.0,30.0,153.0,28.0
43,1992-01-01,30.0,82.0,76.0,25.0,24.0,7.0,60.0,32.0,47.0,14.0,107.0,9.0,12.0,5.0,29.0,63.0,25.0,36.0,55.0,11.0,57.0,81.0,16.0,18.0,124.0,29.0
44,1993-01-01,71.0,74.0,91.0,63.0,63.0,53.0,77.0,58.0,28.0,55.0,117.0,53.0,57.0,39.0,62.0,58.0,24.0,83.0,72.0,48.0,60.0,80.0,57.0,62.0,49.0,50.0
45,1994-01-01,117.0,255.0,185.0,150.0,75.0,44.0,177.0,160.0,150.0,60.0,264.0,39.0,72.0,43.0,117.0,165.0,25.0,180.0,137.0,66.0,158.0,175.0,31.0,70.0,152.0,44.0
46,1995-01-01,22.0,41.0,43.0,27.0,25.0,4.0,32.0,31.0,25.0,23.0,51.0,24.0,20.0,1.5,35.0,35.0,17.0,35.0,38.0,16.0,40.0,42.0,50.0,21.0,25.0,9.0
47,1996-01-01,55.0,112.0,125.0,71.0,45.0,7.0,95.0,66.0,66.0,44.0,101.0,29.0,19.0,16.0,59.0,119.0,9.0,125.0,103.0,24.0,89.0,104.0,47.0,34.0,102.0,19.0
48,1997-01-01,68.00816326530612,125.0,119.0,65.0,54.0,18.0,83.0,95.0,55.0,40.0,125.0,38.0,18.0,46.0,95.0,77.0,29.0,91.0,80.0,29.0,101.0,124.0,58.0,47.0,83.0,38.0
49,1998-01-01,68.00816326530612,38.0,30.0,24.0,23.0,18.0,21.0,21.0,29.0,21.0,52.0,16.0,20.0,24.0,15.0,43.0,31.0,31.0,34.0,20.0,79.02456140350877,43.0,15.0,19.0,32.0,28.0
50,1999-01-01,68.00816326530612,39.0,37.0,13.0,10.0,2.0,39.0,24.0,32.0,5.0,50.0,7.0,2.0,1.0,20.0,36.0,1.0,27.0,33.0,2.0,25.0,39.0,6.0,2.0,46.0,1.0
51,2000-01-01,68.00816326530612,96.27936507936508,94.0,46.0,33.0,19.0,66.0,64.0,58.0,37.0,129.0,22.0,21.0,22.0,42.0,77.0,15.0,75.0,107.0,27.0,73.0,124.0,25.0,24.0,85.0,29.0
52,2001-01-01,68.00816326530612,97.0,94.0,71.0,20.0,16.0,48.0,48.0,68.0,13.0,127.0,6.0,6.0,10.0,24.0,88.0,6.0,66.0,94.0,10.0,51.0,100.0,27.0,6.0,75.0,7.0
53,2002-01-01,68.00816326530612,89.0,100.0,36.0,28.0,14.0,66.0,65.0,95.0,45.0,115.0,19.0,9.0,5.0,39.0,75.0,8.0,62.0,76.0,21.0,62.0,90.0,29.0,6.0,99.0,13.0
54,2003-01-01,68.00816326530612,92.0,86.0,50.0,51.0,18.0,78.0,51.0,85.0,52.0,99.0,35.0,12.0,25.0,47.0,100.0,30.0,93.0,58.0,27.0,53.0,101.0,87.0,26.0,71.0,21.0
55,2004-01-01,68.00816326530612,100.0,104.0,70.0,133.0,14.0,52.0,101.0,63.0,75.0,107.0,32.0,25.0,5.0,42.0,87.0,11.0,58.0,83.0,37.0,79.02456140350877,133.0,80.0,22.0,81.0,15.0
56,2005-01-01,68.00816326530612,68.0,65.0,35.0,23.0,5.0,60.0,33.0,44.0,21.0,80.0,16.0,25.0,2.0,36.0,58.0,15.0,119.0,63.0,13.0,43.0,73.0,23.0,12.0,48.0,15.0
57,2006-01-01,68.00816326530612,142.0,158.0,110.0,55.0,12.0,122.0,112.0,102.0,33.0,158.0,19.0,8.0,12.0,73.0,154.0,10.0,93.0,135.0,15.0,97.0,125.0,31.0,25.0,111.0,16.0
58,2007-01-01,68.00816326530612,65.0,66.0,47.0,31.0,9.0,85.84313725490196,58.0,52.0,27.0,75.0,26.0,13.0,5.0,44.0,54.0,13.0,51.0,82.0,30.0,52.0,67.0,27.0,22.0,46.0,19.0
59,2008-01-01,68.00816326530612,59.0,38.0,26.0,19.0,3.0,39.0,45.0,29.0,7.0,38.0,17.0,5.0,2.0,64.84426229508196,39.0,8.0,34.0,48.0,7.0,27.0,43.0,25.0,25.0,61.0,8.0
60,2009-01-01,68.00816326530612,143.0,167.0,81.0,65.0,46.0,85.84313725490196,96.0,117.0,45.0,188.0,66.0,51.0,30.0,64.84426229508196,171.0,36.0,225.0,149.0,35.83064516129032,126.0,148.0,45.237096774193546,50.0,145.0,31.94776119402985
61,2010-01-01,68.00816326530612,39.0,38.0,54.0,20.0,5.0,85.84313725490196,40.0,25.0,46.40172413793104,120.00869565217391,42.0,12.0,5.0,64.84426229508196,95.37121212121212,7.0,65.0,44.0,35.83064516129032,34.0,103.17636363636363,45.237096774193546,22.0,36.0,31.94776119402985
62,2011-01-01,35.0,96.27936507936508,45.0,50.0,22.0,7.0,41.0,26.0,29.0,18.0,56.0,16.0,9.0,1.0,64.84426229508196,38.0,4.0,88.07692307692308,133.0,35.83064516129032,28.0,58.0,19.0,8.0,26.0,31.94776119402985
63,2012-01-01,44.0,90.0,107.0,43.0,29.0,32.0,78.0,44.0,58.0,27.0,118.0,29.0,29.0,25.0,40.0,101.0,27.016666666666666,88.07692307692308,89.0,22.0,62.0,96.0,29.0,22.0,102.0,31.94776119402985
64,2013-01-01,100.0,110.0,84.0,92.0,97.0,45.0,83.0,91.0,86.0,93.0,123.0,69.0,40.0,83.0,35.0,91.0,27.016666666666666,88.07692307692308,78.0,43.0,84.0,100.0,58.0,77.0,75.0,31.94776119402985
65,2014-01-01,107.0,149.0,125.0,80.0,80.0,22.0,109.0,103.0,81.0,58.0,176.0,41.0,14.0,17.0,97.0,116.0,24.0,88.07692307692308,114.0,38.0,103.0,167.0,45.237096774193546,27.0,115.0,29.0
66,2015-01-01,78.0,71.0,83.0,60.5,80.0,42.0,139.0,101.5,92.0,87.0,136.0,56.0,39.0,13.0,76.0,104.0,34.0,88.07692307692308,74.0,44.0,72.0,104.0,54.0,44.0,83.0,53.0
67,2016-01-01,34.5,39.5,55.0,35.0,16.0,20.5,52.0,36.0,20.5,31.0,80.0,23.0,32.5,20.5,30.5,59.0,40.0,88.07692307692308,142.5,22.0,29.0,49.0,13.5,36.5,41.5,37.5
68,2017-01-01,60.5,90.0,84.0,11.3,47.5,23.5,59.5,87.0,51.5,33.0,113.0,79.5,51.0,29.0,63.0,67.5,31.0,88.07692307692308,67.5,54.0,123.5,70.5,52.0,23.5,82.0,26.5
69,2018-01-01,67.0,69.0,72.5,52.0,69.0,25.5,81.5,55.5,66.5,49.0,99.5,61.0,30.0,11.0,59.5,71.0,19.0,88.07692307692308,75.5,79.0,51.5,72.0,43.5,29.5,67.5,24.5
70,2019-01-01,81.0,135.5,153.5,78.5,51.5,91.5,165.5,128.4,106.0,47.0,170.5,85.5,89.5,24.5,121.5,161.5,70.0,88.07692307692308,136.5,102.5,87.0,164.5,54.5,116.5,122.5,82.5
71,2020-01-01,42.0,28.5,20.0,13.5,26.0,15.5,21.5,25.0,23.5,18.0,67.0,12.5,10.0,15.5,10.5,27.5,13.0,88.07692307692308,16.5,11.5,20.0,32.0,34.0,5.5,38.0,31.94776119402985
72,2021-01-01,30.0,55.0,72.0,58.81969696969697,30.0,22.942857142857143,60.0,35.0,57.0,32.0,83.0,22.0,24.0,28.0,36.0,71.0,33.0,88.07692307692308,89.3,33.0,30.0,55.0,17.0,16.0,55.0,29.0
